price,title,num_photos,photo_url,location,mileage,description,listing_url,dealer_name
"$18,888",2015 Dodge Challenger 2dr Cpe SXT Plus,,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0008/dc4edf1d-4367-435c-a649-4aa2cf748354.jpg-180x135,COQUITLAM,"177,264 KM",2015 DODGE CHALLENGER SXT PLUS...BC UNIT EQUIPPED WITH A 3.6L ENGINE AUTOMATIC TRANSMISSION POWER SUN ROOF BLACK LEATHER INTERIOR WITH HEATED SEATS POWER GROUP CLIMATE CONTROL HANDS FREE COMMUNICATION DUAL CHROME TIP EXHAUST 20 ALUMINUM WHEELS AND MORE...DriveCo Motors BCs bes...,https://www.autotrader.ca/a/dodge/challenger/coquitlam/british%20columbia/5_60462043_20190524143327158/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=32_100_33001&sprx=-2,DriveCo Motors
"$93,888",2015 Mercedes-Benz G-Class 4dr G 63 AMG,17,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0009/7d93d57a-8bca-4a87-b1c3-45dc3b90d4c7.jpg-180x135,COQUITLAM,"133,677 KM",2015 MERCEDES BENZ G 63 AMG 4MATIC ...BC UNIT WITH NO ACCIDENTS EQUIPPED WITH A 5.5L ENGINE AUTOMATIC TRANSMISSION BLACK/GRY LEATHER INTERIOR WITH HEATED SEATS NEW BRAKES 24 WHEELS WITH ORIGINAL WHEEL AND TIRES...COME SEE TODAY!DriveCo Motors BCs best priced certified preowned...,https://www.autotrader.ca/a/mercedes-benz/g-class/coquitlam/british%20columbia/5_60462042_20190524143327158/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=33_100_33001&sprx=-2,DriveCo Motors
"$44,888",2018 BMW X5 xDrive40e Sports Activity Vehicle,18,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0008/bfac6854-6f34-4620-9946-b9ba4ae31263.jpg-180x135,COQUITLAM,"79,790 KM",2018 BMW X5 40E i PERFORMANCE AWD...BC UNIT EQUIPPED WITH A 2.0 L HYBRID ENGINE AUTOMATIC TRANSMISSION POWER MOON ROOF LEATHER INTERIOR WITH HEATED AND COOLED SEATS NAVIGATION WITH BACK UP CAMERA POWER GROUP CLIMATE CONTROL PREMIUM AUDIO PREMIUM ALLOY WHEELS AND MORE...DriveCo...,https://www.autotrader.ca/a/bmw/x5/coquitlam/british%20columbia/5_60462041_20190524143327158/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=34_100_33001&sprx=-2,DriveCo Motors
"$9,800",2010 Honda CR-V 4WD 5dr EX-L,11,https://tdrpmimages.azureedge.net/photos/import/202311/0809/2713/b4bd67f4-d622-4447-a959-a38f13250913.jpg-180x135,BURNABY,,"2010 Honda CR-V 4WD EX-L Auto, Local, One owner, White on Grey leather interior, Power windows, Power locks, P Sunroof, Captain chairs, A/C, AM/FM/CD, AUX, Power seat, Heated seats, Roof racks, Alloy wheels, Cruise control, Warranty available",https://www.autotrader.ca/a/honda/cr-v/burnaby/british%20columbia/5_60461898_20220421191432427/?showcpo=ShowCpo&ncse=no&orup=35_100_33001&sprx=-2,Alpha Auto Access
"$7,990",2013 Dodge Charger 4dr Sdn SE RWD,10,https://tdrpmimages.azureedge.net/photos/import/202311/0809/2643/0873d4c8-1f39-4cc3-b8ef-ff67ee9715bf.jpg-180x135,SIDNEY,"221,123 KM",-221123 KMS-KEYLESS ENTRY-3.6 LITRE V6-BLUETOOTH STEREO-POWER WINDOWS-POWER DRIVER SEAT-CLIMATE CONRTOL-WELL MAINTAINED-CLEAN INTERIOR-WARRANTY AVAILABLE-CARFAX REPORT INCLUDED- DLR 40614- $495 DOC PLUS TAX-2C3CDXBG8DH575439,https://www.autotrader.ca/a/dodge/charger/sidney/british%20columbia/5_60461894_20200507040402188/?showcpo=ShowCpo&ncse=no&orup=36_100_33001&sprx=-2,Ebanks Auto Sales Ltd.
"$16,888",2013 BMW X3 AWD 4dr 28i,19,https://tdrpmimages.azureedge.net/photos/import/202311/0809/2631/2a3dab3a-5a40-4dc2-99f1-1f65566da5ce.jpg-180x135,SURREY,"109,000 KM","Ph. ********** - 109K KMs - Clean Title - Leather - Sunroof - This vehicle comes with a carfax report, inspection report and a complimentary 3 month powertrain warranty.Price advertised does not include $495 documentation fee or any applicable taxes. Dealer #41825",https://www.autotrader.ca/a/bmw/x3/surrey/british%20columbia/5_60461893_20200911151822752/?showcpo=ShowCpo&ncse=no&orup=37_100_33001&sprx=-2,Nexus Auto Group
"$14,995",2006 Ford Explorer 4.6L Eddie Bauer 4WD,158,https://tdrpmimages.azureedge.net/photos/import/202311/0809/2612/b1804370-c8d5-4623-9623-6af836c9db05.jpg-180x135,NANAIMO,"90,818 KM","Gorgeous Eddie Bauer Edition Ford Explorer 4x4 with 7 Seats and the 4.6 Liter V8, so plenty of grunt for the forthcoming winter. Looks great in Metallic Burgundy with grey accents.Super Clean rig with no rips, stains or funny smells, this Explorer drives beautifully and sh #39...",https://www.autotrader.ca/a/ford/explorer/nanaimo/british%20columbia/5_60461892_20230622134714619/?showcpo=ShowCpo&ncse=no&orup=38_100_33001&sprx=-2,Eddbarry Motors
"$12,800",2007 Honda CR-V 4WD 5dr EX-L,17,https://tdrpmimages.azureedge.net/photos/import/202311/0809/2605/057b5735-a8ec-4c3b-86a4-9b03fe87d4e0.jpg-180x135,NEW WESTMINSTER,"161,300 KM","One owner BC car with only 161KM in a perfect shape4 cylinder gas saver Auto, power windows and locks A/C sun roof and leatherPerfect conditin inside outback up camera and dash camNo admin fee nor doc fee. Free Carfax *6 months warranty covers up to $1000.00 per claim.For appo...",https://www.autotrader.ca/a/honda/cr-v/new%20westminster/british%20columbia/5_60461891_20210119191832218/?showcpo=ShowCpo&ncse=no&orup=39_100_33001&sprx=-2,Autodome Fine Cars
"$21,988",2017 Toyota RAV4 Hybrid SE HYBRID,19,https://tdrpmimages.azureedge.net/photos/import/202311/0809/0139/8b212a96-c7b4-4c1a-a968-d580bb4592f9.jpg-180x135,KELOWNA,"236,336 KM",ONE OWNER - NO ACCIDENTS - HYBRID - AWD - HEATED SEATS - HEATED WHEEL - BACKUP CAM - NAV - SUNROOF - This 2017 Toyota RAV4 Hybrid SE AWD is in excellent condition inside and out. We have put it through the shop and had a fresh oil change performed as well as an automatic tran...,https://www.autotrader.ca/a/toyota/rav4/kelowna/british%20columbia/5_60461821_20220526173541745/?showcpo=ShowCpo&ncse=no&orup=40_100_33001&sprx=-2,Johnson Fine Cars
"$369,900",2021 Lamborghini Huracan EVO EVO Coupe CPO Selezione,35,https://tdrpmimages.azureedge.net/photos/import/202310/0703/3842/8c344e5a-b742-48bd-9786-512a468ef624_overlay.jpg-180x135,VANCOUVER,"10,018 KM",Selezione Lamborghini Certified Pre-Owned is the official program that guarantees total peace of mind and safety for new buyers of pre-owned Lamborghini cars. The pre-owned Lamborghini is selected based on a thorough certification process and prepared for sale by qualified tec...,https://www.autotrader.ca/a/lamborghini/huracan%20evo/vancouver/british%20columbia/5_56609583_20210724043930759/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Lamborghini Vancouver
"$41,500",2019 Lexus ES ES 350 Premium Auto,9,https://tdrpmimages.azureedge.net/private/2023/11/8/811b28cc-7fa9-41c4-8cca-91bb93870669.jpg-180x135,SURREY,"69,500 KM","2019 Lexus ES350 F-SPORT Edition - 2 Keys - 69,500 KM - Regular services done from Lexus North Vancouver - F-Sport Edition - 3.5L V6 Engine 302 HP - Continental Tires - Still under Lexus Warranty which Expires January 2024 This Lexus ES350 F-Sport is a local accident fr...",https://www.autotrader.ca/a/lexus/es/surrey/british%20columbia/19_12726688_/?showcpo=ShowCpo&ncse=no&orup=41_100_33001&sprx=-2,
"$24,980",2019 Nissan Rogue SV AWD NAVIGATION SALE PRICED,5,https://tdrpmimages.azureedge.net/photos/import/202311/0808/3608/777b8532-3530-4dfb-b7c2-5da56ae89ad4.jpg-180x135,BURNABY,,"WHY BUY FROM MORREY NISSAN BURNABY? When you shop with Morrey Burnaby you will enjoy a no hassle, haggle free environment. We price all of our cars to market to ensure you get our best price and best experience first. This is our One Price Experience. We want you to love your ...",https://www.autotrader.ca/a/nissan/rogue/burnaby/british%20columbia/5_60461518_bs2004311104719/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=42_100_33001&sprx=-2,Morrey Nissan of Burnaby
"$25,980",2021 Nissan Rogue SV,6,https://tdrpmimages.azureedge.net/photos/import/202311/0808/3606/20003fea-0c4f-4dad-ab75-925f6784c466.jpg-180x135,BURNABY,"130,089 KM","WHY BUY FROM MORREY NISSAN BURNABY? When you shop with Morrey Burnaby you will enjoy a no hassle, haggle free environment. We price all of our cars to market to ensure you get our best price and best experience first. This is our One Price Experience. We want you to love your ...",https://www.autotrader.ca/a/nissan/rogue/burnaby/british%20columbia/5_60461512_bs2004311104719/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=43_100_33001&sprx=-2,Morrey Nissan of Burnaby
"$17,980",2015 Nissan Altima SV CVT NAVIGATION ULTRA LOW KMS SALE PRICED,5,https://tdrpmimages.azureedge.net/photos/import/202311/0808/3605/97982959-7738-41b3-b785-f890f1a884dd.jpg-180x135,BURNABY,"58,623 KM","WHY BUY FROM MORREY NISSAN BURNABY? When you shop with Morrey Burnaby you will enjoy a no hassle, haggle free environment. We price all of our cars to market to ensure you get our best price and best experience first. This is our One Price Experience. We want you to love your ...",https://www.autotrader.ca/a/nissan/altima/burnaby/british%20columbia/5_60461509_bs2004311104719/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=44_100_33001&sprx=-2,Morrey Nissan of Burnaby
"$24,980",2019 Nissan Rogue SV LOW KMS NO ACCIDENTS,5,https://tdrpmimages.azureedge.net/photos/import/202311/0808/3604/c668e3ce-67e0-4250-936b-38d8b15376b6.jpg-180x135,BURNABY,"50,455 KM","WHY BUY FROM MORREY NISSAN BURNABY? When you shop with Morrey Burnaby you will enjoy a no hassle, haggle free environment. We price all of our cars to market to ensure you get our best price and best experience first. This is our One Price Experience. We want you to love your ...",https://www.autotrader.ca/a/nissan/rogue/burnaby/british%20columbia/5_60461508_bs2004311104719/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=45_100_33001&sprx=-2,Morrey Nissan of Burnaby
"$41,900",2019 BMW 5 Series 540i xDrive Sedan,2,https://tdrpmimages.azureedge.net/photos/import/202311/0808/1830/7bd90fcc-40e7-49b1-943b-58a8d0bfd5aa.jpg-180x135,KELOWNA,"90,478 KM","Our lease portfolio manager Emman has brought onto the lot a 2019 BMW 540i xDrive Sedan in Black Sapphire Metallic. This BMW comes with M Sport Brake, wireless charging with extended Bluetooth & usb charging, wifi hotspot and so much more! If this sounds like your next vehicle...",https://www.autotrader.ca/a/bmw/5%20series/kelowna/british%20columbia/5_60461110_ct20064494851706/?showcpo=ShowCpo&ncse=no&orup=46_100_33001&sprx=-2,Kelowna BMW
"$19,900",2015 Acura RDX AWD 4dr Tech Pkg,2,https://tdrpmimages.azureedge.net/photos/import/202311/0808/1829/7df72c06-52b6-4e2f-b22a-a126c9ca478f.jpg-180x135,KELOWNA,"140,496 KM",,https://www.autotrader.ca/a/acura/rdx/kelowna/british%20columbia/5_60461109_ct20064494851706/?showcpo=ShowCpo&ncse=no&orup=47_100_33001&sprx=-2,Kelowna BMW
"$23,888",2020 Hyundai Elantra Preferred w-Sun & Safety Package IVT,5,https://tdrpmimages.azureedge.net/private/2023/11/8/a971997a-4932-4eb8-8ab4-e7c6e23ebadc.jpg-180x135,COQUITLAM,"96,500 KM","Elantra PREFERRED Includes Essential with IVT standard equipment, 16"" alloy wheels, Automatic headlights, Front grille, chrome finish, LED daytime running lights, LED side mirror turn signal repeaters, Blind-Spot Collision Warning, Rear Cross-Traffic Collision Warning, 7.0"" to...",https://www.autotrader.ca/a/hyundai/elantra/coquitlam/british%20columbia/19_12726685_/?showcpo=ShowCpo&ncse=no&orup=48_100_33001&sprx=-2,
"$128,000",2023 Isuzu NRR 132.5WB A/C,2,https://tdrpmimages.azureedge.net/photos/import/202311/0807/5052/b5ba13f2-fb74-4f78-8472-5bb35495e962.jpg-180x135,BURNABY,"3,828 KM","This 2023 Isuzu NNR Flatdeck is available for purchase or finance. Book your test drive today! Carfax available upon request. All of our used vehicles go through a full mechanical inspection, plus a fresh service and copy of the inspection report for your records. Trade-ins we...",https://www.autotrader.ca/a/isuzu/unspecified/burnaby/british%20columbia/5_60460913_20150910120533206/?showcpo=ShowCpo&ncse=no&orup=49_100_33001&sprx=-2,Zeemac Vehicle Lease Ltd.
"$52,940","2021 Toyota Tacoma TRD Off Road Premium Leather, Nav, Sunroof",28,https://tdrpmimages.azureedge.net/photos/import/202310/0901/4850/e6cea103-4792-4b62-8d14-3603f2b4e2cb_overlay.jpg-180x135,ABBOTSFORD,"35,888 KM","Local, Low Mileage, Aluminum Wheels, Heated Seats, Apple CarPlay, Android Auto, Adaptive Cruise Control! Local Clean History - No Accidents! - 3.5L 6-Cylinder Engine - 4x4 - Double Cab - Navigation System - Back-Up Camera with Parking Assistance - Apple CarPlay / And...",https://www.autotrader.ca/a/toyota/tacoma/abbotsford/british%20columbia/5_59320219_20150723080519246/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Fraser Valley Pre-Owned
"$42,000",2017 Jeep WRANGLER UNLIMITED 4WD 4dr Sahara,8,https://tdrpmimages.azureedge.net/private/2023/11/8/da1e6642-e21e-489d-9300-63e9e7afc0f1.jpg-180x135,RICHMOND,"41,000 KM",2017 Jeep Wrangler Sahara unlimited 3.6L V6 just. No claims. Clean title. It’s ready for winter! Have around 20K dollars upgrades: 3.5 feet lift; 35 MT tires; Beadlock; Fox stock Rugged front bumper; Fog light and bright light; Custom exhaust; Etc.. Serious buyer only. Will ...,https://www.autotrader.ca/a/jeep/wrangler/richmond/british%20columbia/19_12726683_/?showcpo=ShowCpo&ncse=no&orup=50_100_33001&sprx=-2,
"$25,000",2018 Nissan Qashqai 2018.5 FWD SV CVT,6,https://tdrpmimages.azureedge.net/private/2023/11/8/260eb8c0-8710-4172-a1d2-cc6806bc880a.jpg-180x135,NORTH VANCOUVER,"39,300 KM","Nissan Qashqai 2018 SV FWD CVT with only 39.300 Km of mileage. Excelent condition, only serviced at Nissan. Last revision Nov 07, 2023. Front and rear dash camera included. Equipped with studded winter tires in excellent condition (regular tyres also provided and in excellent ...",https://www.autotrader.ca/a/nissan/qashqai/north%20vancouver/british%20columbia/19_12726672_/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=51_100_33001&sprx=-2,
"$50,000",1981 Ferrari 308 GTSI,14,https://tdrpmimages.azureedge.net/private/2023/10/16/91c5f3fe-ea17-4fdc-9610-57168602b6b4.jpg-180x135,CAMPBELL RIVER,"68,614 KM",Nice looking driver,https://www.autotrader.ca/a/ferrari/308/campbell%20river/british%20columbia/19_12711101_/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=52_100_33001&sprx=-2,
"$37,777",2016 Toyota Tacoma 4WD Double Cab V6 Auto SR5,10,https://tdrpmimages.azureedge.net/photos/202311/0806/0948/7863a6a2-dd36-478a-a3af-bc3479993ade.jpg-180x135,ABBOTSFORD,"123,500 KM","2016 Toyota Tacoma Double Cab Long Box Grey Exterior W/Grey Cloth Interior 3.5L V6 Engine W/6 Speed AUTOMATIC Transmission Clean Title. No Accidents. Non Smoker. No Pets. Fully serviced KM: 123,500 O P T I O N S: PWR Windows. PWR Locks. Key-Less Entry. Push2Start. Proximity K...",https://www.autotrader.ca/a/toyota/tacoma/abbotsford/british%20columbia/5_60460513_20230607135730776/?showcpo=ShowCpo&ncse=no&orup=53_100_33001&sprx=-2,GLADIATOR MOTORS ABBOTSFORD
"$45,600",2023 Toyota GR86 10th Anniversary Special Edition Manual,4,https://tdrpmimages.azureedge.net/private/2023/11/8/1d474e82-e81d-4935-a474-afa2d4099c60.jpg-180x135,PARKSVILLE,"10,000 KM","Rare 1 in 20 in Canada GR86 10th anniversary special edition with manual transmission Car is mint with 10,000kms",https://www.autotrader.ca/a/toyota/gr86/parksville/british%20columbia/19_12726670_/?showcpo=ShowCpo&ncse=no&orup=54_100_33001&sprx=-2,
"$6,800",2014 Dodge Journey FWD 4dr Canada Value Pkg,7,https://tdrpmimages.azureedge.net/private/2023/11/8/aa027cd4-2964-4fcb-aa7a-5d2a8c71027e.jpg-180x135,QUALICUM BEACH,"296,000 KM",Car runs great and everything works. Has new 4 season tires.,https://www.autotrader.ca/a/dodge/journey/qualicum%20beach/british%20columbia/19_12726669_/?showcpo=ShowCpo&ncse=no&orup=55_100_33001&sprx=-2,
"$35,000",2018 Lexus IS IS 300 AWD,5,https://tdrpmimages.azureedge.net/private/2023/11/8/620e97a3-ab2a-4cbf-91d4-f27774569c2c.jpg-180x135,SURREY,"81,000 KM","Private sale for a 2018 Lexus IS 300 Clean title No accidents AWD- 6 Cylinder F-Sport 2 81,000 KM Auto start installed Backup camera Blind-spot monitoring Forward collision warning Lane departure alert with steering control Bluetooth Heated and ventilated seats Heated steerin...",https://www.autotrader.ca/a/lexus/is/surrey/british%20columbia/19_12726666_/?showcpo=ShowCpo&ncse=no&orup=56_100_33001&sprx=-2,
"$70,000",2019 Ram 2500 Crew Cab Limited,3,https://tdrpmimages.azureedge.net/private/2023/11/8/ddec07fd-4c31-4c3e-8f25-97f74eac2077.jpg-180x135,VANDERHOOF,"63,000 KM",Beautiful clean never smoked in 2019 blue limited addition 6.7 L diesel 2500 crew cab! Lady drivin! 63000 kms maintenance all kept up to date! Absolute beautiful truck! Comes with brand new winter tires!,https://www.autotrader.ca/a/ram/2500/vanderhoof/british%20columbia/19_12726663_/?showcpo=ShowCpo&ncse=no&orup=57_100_33001&sprx=-2,
"$34,800",2021 Chevrolet Silverado 1500 2WD Reg Cab 140 Work Truck,15,https://tdrpmimages.azureedge.net/private/2023/11/8/da3fb23e-51b9-4974-a7b5-4f2e9b5c318b.jpg-180x135,PARKSVILLE,"30,011 KM","Financing Available , Work Ready! 2021 Chevrolet Silverado 1500, REG Cab, 2WD, 5.3L V8 325HP, 8FT Box, 6 Speed Automatic, 30,010Kms, No Accidents, One Owner, Local Truck, Many Great Features, Factory Trailer Tow Package, 17"" Alloy Wheels, Chrome Bumpers With Rear Step, Genera...",https://www.autotrader.ca/a/chevrolet/silverado%201500/parksville/british%20columbia/19_12726662_/?showcpo=ShowCpo&ncse=no&orup=58_100_33001&sprx=-2,
"$102,888",2022 BMW M3 Competition M xDrive,24,https://tdrpmimages.azureedge.net/photos/import/202308/3120/3554/f414024c-69a6-4ae0-946c-e0c81e36de33.jpg-180x135,KELOWNA,"15,720 KM","2022 BMW M3 Competition, owned by our very own Lease Portfolio Manager Emman! Whenever the letter M and the number 3 are together on a model badge the driver c an expect a great experience, and thats true once again for the 2022 BMW M3. The Competition model has an enhanced tw...",https://www.autotrader.ca/a/bmw/m3/kelowna/british%20columbia/5_59310162_ct20064494851706/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Kelowna BMW
"$23,800",2004 Nissan Stagea 350S,11,https://tdrpmimages.azureedge.net/private/2023/11/8/38821398-7e61-49bd-870f-8aba47d6d21c.jpg-180x135,RICHMOND,"183,000 KM","This super rare Stagea - only 183k Verified/Documented Miles. Flash arrived unit. Inspection/Oil change and wheel alignment had been done. Nissan Stagea Autech Axis 350S. VQ35DE enginewith 3,498 cc, V6 3.5L NA, 206 kW (280 PS; 276 hp), RWD. The only M35 chassis Stagea to eve...",https://www.autotrader.ca/a/nissan/stagea/richmond/british%20columbia/19_12726660_/?showcpo=ShowCpo&ncse=no&orup=59_100_33001&sprx=-2,
"$79,995",2018 Tesla Model X 100D Free Supercharging! 6 Passenger!,35,https://tdrpmimages.azureedge.net/photos/import/202311/0805/0033/5cfbb0ed-573c-4aca-9161-0778184b766c.jpg-180x135,CHILLIWACK,"54,931 KM","Immaculate 2018 Tesla Model X 100D with only 54,391 KMs! Comes in Silver Metallic with Black Premium Leather Interior ($2600 option). An almost new vehiclewith FREE UNLIMITED SUPERCHARGING and NO ACCIDENTS!! Unlimited Kms Battery and Drive Unit Warranty Valid until Sep.2/2026!...",https://www.autotrader.ca/a/tesla/model%20x/chilliwack/british%20columbia/5_60460269_20230227145324458/?showcpo=ShowCpo&ncse=no&orup=60_100_33001&sprx=-2,West Star Motors
"$59,995",2017 Tesla Model S P100D Ludicrous Mode! No Accidents!,27,https://tdrpmimages.azureedge.net/photos/import/202311/0805/0032/0b9c31bf-1b91-4359-abeb-503ba41e71b9.jpg-180x135,CHILLIWACK,"81,342 KM","Immaculate 2017 Tesla Model S P100D with only 81,342 KMs!Comes in Midnight Silver Metallic with a Black Premium Textile Interior. A rare vehicle with NO ACCIDENTS!!! Comes with the Following: -100 kWh battery with 503 HP and approx. 506 KM of Range -Ludicrous Mod...",https://www.autotrader.ca/a/tesla/model%20s/chilliwack/british%20columbia/5_60460268_20230227145324458/?showcpo=ShowCpo&ncse=no&orup=61_100_33001&sprx=-2,West Star Motors
"$51,995",2017 Tesla Model S 100D No PST! White Interior!,28,https://tdrpmimages.azureedge.net/photos/import/202311/0805/0032/64e6023c-fad0-4b7c-ae34-ced07fe97b33.jpg-180x135,CHILLIWACK,"93,450 KM","Immaculate 2017 Tesla Model S 100D Long Range AWD with only 93,450 KMs! Comes in Midnight Silver Metallic with a Premium White Leather Interior ($2600 option). Comes with the Following: -100 kWh Battery with Approx. 540 km of Range -Full Self Driving Computer w/ ...",https://www.autotrader.ca/a/tesla/model%20s/chilliwack/british%20columbia/5_60460267_20230227145324458/?showcpo=ShowCpo&ncse=no&orup=62_100_33001&sprx=-2,West Star Motors
"$23,980",2016 Acura MDX Nav Pkg,4,https://tdrpmimages.azureedge.net/photos/import/202311/0804/3815/bd828141-8f8e-4eaa-ac11-60268895f618.jpg-180x135,BURNABY,"129,900 KM","WHY BUY FROM MORREY VOLVO CARS BURNABY? When you shop with Morrey Burnaby you will enjoy a no hassle, haggle free environment. We price all of our cars to market to ensure you get our best price and best experience first. This is our One Price Experience. We want you to love...",https://www.autotrader.ca/a/acura/mdx/burnaby/british%20columbia/5_60460081_20210921153803012/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=63_100_33001&sprx=-2,Morrey Volvo Cars of Burnaby
"$65,686",2021 Mercedes-Benz C43 AMG,4,https://tdrpmimages.azureedge.net/photos/import/202311/0804/3814/95f07a57-ef58-4f1a-a994-f2bd59c33c1f_overlay.jpg-180x135,VANCOUVER,"16,884 KM",,https://www.autotrader.ca/a/mercedes-benz/c-class/vancouver/british%20columbia/5_60460079_20190108142107948/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=64_100_33001&sprx=-2,Mercedes-Benz Boundary Rd
"$17,980","2012 Honda CR-V LX UPFRONT PRICING, BEST PRICE LISTED FIRST!",6,https://tdrpmimages.azureedge.net/photos/import/202311/0804/3813/cc66e1a2-32cc-4815-b7ef-a0bf4c87c0c1.jpg-180x135,BURNABY,"94,081 KM","WHY BUY FROM MORREY VOLVO CARS BURNABY? When you shop with Morrey Burnaby you will enjoy a no hassle, haggle free environment. We price all of our cars to market to ensure you get our best price and best experience first. This is our One Price Experience. We want you to love...",https://www.autotrader.ca/a/honda/cr-v/burnaby/british%20columbia/5_60460077_20210921153803012/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=65_100_33001&sprx=-2,Morrey Volvo Cars of Burnaby
"$39,980","2023 Volkswagen Golf GTI AUTOBAHN ULTRA LOW KMS WE PRICE TO MOVE CARS, SHOP",3,https://tdrpmimages.azureedge.net/photos/import/202311/0804/3812/2188b231-8472-448e-b6ca-041edabf766a.jpg-180x135,BURNABY,"7,100 KM","WHY BUY FROM MORREY VOLVO CARS BURNABY? When you shop with Morrey Burnaby you will enjoy a no hassle, haggle free environment. We price all of our cars to market to ensure you get our best price and best experience first. This is our One Price Experience. We want you to love...",https://www.autotrader.ca/a/volkswagen/golf%20gti/burnaby/british%20columbia/5_60460076_20210921153803012/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=66_100_33001&sprx=-2,Morrey Volvo Cars of Burnaby
"$45,686",2017 Mercedes-Benz C43 AMG,4,https://tdrpmimages.azureedge.net/photos/import/202311/0804/3807/3c0dd6a7-49c8-41a5-ad24-9064d0ba3467_overlay.jpg-180x135,VANCOUVER,"42,273 KM",,https://www.autotrader.ca/a/mercedes-benz/c-class/vancouver/british%20columbia/5_60460068_20190108142107948/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=67_100_33001&sprx=-2,Mercedes-Benz Boundary Rd
"$23,200",2015 Cadillac ATS Premium RWD,26,https://tdrpmimages.azureedge.net/photos/import/202311/0104/0652/d9069bae-f48a-42ac-95bc-c5cbcbd3b1a1.jpg-180x135,KELOWNA,"68,025 KM",| Premium | | 3.6L V6 | | 6-Speed Automatic Transmission | | Sunroof | | Heated Leather Seats | | Heated Steering Wheel | | Lane Keeping Assist | | Bluetooth | | Heads Up Display | | Navigation | | ABOUT GO AUTO KELOWNA | Go Auto Kelowna is your destination dealership for us...,https://www.autotrader.ca/a/cadillac/ats/kelowna/british%20columbia/5_59097306_20220711172553476/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Go Auto Kelowna
"$18,995",2014 Mazda CX-5 GS,14,https://tdrpmimages.azureedge.net/photos/import/202311/0808/3229/774ebc72-6c4c-41c8-9f91-1240e99f290d.jpg-180x135,VANCOUVER,"119,710 KM",,https://www.autotrader.ca/a/mazda/cx-5/vancouver/british%20columbia/5_60459995_20190507144757045/?showcpo=ShowCpo&ncse=no&orup=68_100_33001&sprx=-2,Destination Mazda Vancouver
"$31,995",2019 Mazda CX-9 GS-L,14,https://tdrpmimages.azureedge.net/photos/import/202311/0808/3229/09205d19-4bd6-448d-bf67-a980edceaba9.jpg-180x135,VANCOUVER,"64,888 KM",,https://www.autotrader.ca/a/mazda/cx-9/vancouver/british%20columbia/5_60459993_20190507144757045/?showcpo=ShowCpo&ncse=no&orup=69_100_33001&sprx=-2,Destination Mazda Vancouver
"$24,500",2018 Mazda CX-5 GS | Comfort Package | Local,13,https://tdrpmimages.azureedge.net/photos/import/202311/0804/3711/6bd79973-cacf-45c9-8bc4-fd097f333370.jpg-180x135,VANCOUVER,"130,110 KM","Come and see this 2018 Mazda CX5 GS Comfort package fresh from trade! it has an AWD system and a brown leatherette interior. Unlike its regular GS counterpart, the Comfort package has a sunroof, dual climate zone, power operated driver seat and leatherette finish instead of t...",https://www.autotrader.ca/a/mazda/cx-5/vancouver/british%20columbia/5_60459992_20190507144757045/?showcpo=ShowCpo&ncse=no&orup=70_100_33001&sprx=-2,Destination Mazda Vancouver
"$37,995",2019 GMC Sierra 1500 Limited SLE,4,https://tdrpmimages.azureedge.net/photos/import/202311/0804/3447/64a3cf47-f595-4f5b-a290-9750b7b27e6c.jpg-180x135,VICTORIA,"66,584 KM",,https://www.autotrader.ca/a/gmc/sierra%201500/victoria/british%20columbia/5_60459914_bs200424111129/?showcpo=ShowCpo&ncse=no&orup=71_100_33001&sprx=-2,Jenner Chevrolet Buick Corvette GMC
"$49,997",2023 Toyota RAV4 XLE LOW KILOMETERS! /,,https://tdrpmimages.azureedge.net/photos/import/202311/0804/3439/8115039a-c788-4891-85b7-410a1b6ffcc9.jpg-180x135,CAMPBELL RIVER,"3,900 KM",,https://www.autotrader.ca/a/toyota/rav4/campbell%20river/british%20columbia/5_60459912_20060920124713917/?showcpo=ShowCpo&ncse=no&orup=72_100_33001&sprx=-2,Island Owl Mazda
